what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1332388492739
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1332388493025
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1332941752353
started,bundle,org.eclipse.osgi,3.7.0.v20110613,"org.eclipse.osgi",1332941752355
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1332941752356
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1332941752356
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1332941752357
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1332941752358
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1332941752358
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1332941752359
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1332941752360
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1332941752361
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1332941752362
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1332941752363
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1332941752364
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1332941752364
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1332941752365
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1332941752366
started,bundle,org.eclipse.emf.common,2.7.0.v20110605-0747,"org.eclipse.emf.common",1332941752366
started,bundle,org.eclipse.emf.ecore,2.7.0.v20110605-0747,"org.eclipse.emf.ecore",1332941752366
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20110520-1406,"org.eclipse.emf.ecore.xmi",1332941752367
started,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1332941752367
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1332941752368
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1332941752368
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1332941752369
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1332941752370
started,bundle,org.eclipse.equinox.ds,1.3.0.v20110502,"org.eclipse.equinox.ds",1332941752371
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1332941752371
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1332941752372
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1332941752373
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1332941752374
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1332941752374
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1332941752375
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1332941752375
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1332941752376
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1332941752377
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1332941752378
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1332941752378
started,bundle,org.eclipse.equinox.preferences,3.4.0.v20110502,"org.eclipse.equinox.preferences",1332941752379
started,bundle,org.eclipse.equinox.registry,3.5.100.v20110502,"org.eclipse.equinox.registry",1332941752380
started,bundle,org.eclipse.equinox.security,1.1.0.v20110502,"org.eclipse.equinox.security",1332941752381
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1332941752382
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1332941752383
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1332941752384
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1332941752385
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1332941752386
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1332941752389
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1332941752390
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1332941752391
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1332941752391
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.300.v201011231608,"org.eclipse.jst.ws.jaxrs.core",1332941752392
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1332941752393
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1332941752394
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1332941752394
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1332941752395
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1332941752395
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1332941752396
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1332941752397
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1332941752398
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1332941752399
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1332941752400
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1332941752400
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1332941752409
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1332941752421
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1332941752422
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1332941752423
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1332941752423
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1332941752425
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1332941752426
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1332941752428
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1332941752429
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1332941752430
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1332941752431
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1332941752432
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1332941752433
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1332941752434
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1332941752439
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1332941752440
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1332941752441
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1332941752442
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1332941752444
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1332941752444
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1332941752444
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1332941752445
os,sysinfo,,,"win32",1332941752449
arch,sysinfo,,,"x86",1332941752450
ws,sysinfo,,,"win32",1332941752450
locale,sysinfo,,,"zh_CN",1332941752450
processors,sysinfo,,,"4",1332941752450
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1332941752450
java.runtime.version,sysinfo,,,"1.7.0_03-b05",1332941752450
java.specification.name,sysinfo,,,"Java Platform API Specification",1332941752450
java.specification.vendor,sysinfo,,,"Oracle Corporation",1332941752450
java.specification.version,sysinfo,,,"1.7",1332941752450
java.vendor,sysinfo,,,"Oracle Corporation",1332941752450
java.version,sysinfo,,,"1.7.0_03",1332941752450
java.vm.info,sysinfo,,,"mixed mode, sharing",1332941752450
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1332941752450
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1332941752450
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1332941752450
java.vm.specification.version,sysinfo,,,"1.7",1332941752450
java.vm.vendor,sysinfo,,,"Oracle Corporation",1332941752450
java.vm.version,sysinfo,,,"22.1-b02",1332941752450
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1332941753544
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332941754117
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1332941757013
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332941807412
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1332941810335
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1332941810501
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1332941810630
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1332941810695
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1332941810776
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1332941810778
error,log,,,"Unable to create editor ID org.eclipse.jdt.ui.ClassFileEditor: Factory org.eclipse.jdt.ui.ClassFileEditorInputFactory returned null from createElement for editor id=org.eclipse.jdt.ui.ClassFileEditor name=SimpleThreadPool.class",1332941810877
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1332941810885
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1332941810887
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1332941810915
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1332941811419
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1332941811731
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1332941815884
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1332941815884
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1332941815904
started,bundle,org.eclipse.wst.sse.core,1.1.600.v201105162116,"org.eclipse.wst.sse.core",1332941817439
started,bundle,org.eclipse.wst.html.core,1.1.500.v201104191551,"org.eclipse.wst.html.core",1332941817466
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332941821442
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332941822374
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332941826874
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332941836155
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332941838065
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332941840812
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332941845994
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332941847313
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332941848641
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332941849560
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332941853713
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332941889148
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332941890352
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332941907369
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332941912053
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332941918310
started,bundle,org.eclipse.jpt.common.core,1.0.0.v201105180000,"org.eclipse.jpt.common.core",1332941929493
started,bundle,org.eclipse.jpt.jpa.core,3.0.0.v201105250001,"org.eclipse.jpt.jpa.core",1332941929494
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332941935607
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332941939248
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332941941978
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1332941943301
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1332941943304
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1332941943345
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1332941943346
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1332941943403
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1332941943405
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1332941943568
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1332941943729
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332941944563
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332941946937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1332941946978
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332941949633
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332942134186
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332942136183
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332942293665
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332942297756
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332942303471
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1332942303481
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1332942303481
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332942307569
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332942309368
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332942310043
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.rename.element",1332942310051
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332942312253
started,bundle,org.eclipse.wst.common.frameworks,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks",1332942313871
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1332942313886
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1332942313897
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.100.v201011172300,"org.eclipse.wst.common.emfworkbench.integration",1332942313901
started,bundle,org.eclipse.wst.common.modulecore,1.2.100.v201105191800,"org.eclipse.wst.common.modulecore",1332942313926
started,bundle,org.eclipse.jst.j2ee.core,1.2.100.v201105122000,"org.eclipse.jst.j2ee.core",1332942313933
started,bundle,org.eclipse.jem,2.0.500.v201104271400,"org.eclipse.jem",1332942313943
started,bundle,org.eclipse.wst.xml.core,1.1.600.v201104251227,"org.eclipse.wst.xml.core",1332942313963
started,bundle,org.eclipse.wst.validation,1.2.300.v201104190230,"org.eclipse.wst.validation",1332942313974
started,bundle,org.eclipse.jst.j2ee,1.1.500.v201105122000,"org.eclipse.jst.j2ee",1332942313998
started,bundle,org.eclipse.wst.server.core,1.1.302.v20110518,"org.eclipse.wst.server.core",1332942314070
started,bundle,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui",1332942314270
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1332942314420
started,bundle,org.eclipse.wst.jsdt.core,1.1.100.v201104272153,"org.eclipse.wst.jsdt.core",1332942314527
started,bundle,org.eclipse.wst.jsdt.ui,1.1.100.v201105041953,"org.eclipse.wst.jsdt.ui",1332942314563
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332942314837
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1332942314846
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332942314846
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332942318639
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332942319846
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332942324336
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332942335325
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1332942335331
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1332942335331
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332942337477
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332942351038
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1332942351045
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1332942351045
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332942354181
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332942357077
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332942361262
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332942367621
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1332942367632
